,AS-RCEC.TaiESM1.gn_r1i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r1i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r2i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r3i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r4i1p1f1,CSIRO-ARCCSS.ACCESS-CM2.gn_r5i1p1f1,NASA-GISS.GISS-E2-1-H.gn_r1i1p3f1,NASA-GISS.GISS-E2-1-H.gn_r2i1p3f1,NASA-GISS.GISS-E2-1-H.gn_r3i1p3f1,NASA-GISS.GISS-E2-1-H.gn_r4i1p3f1,NASA-GISS.GISS-E2-1-H.gn_r5i1p3f1,NIMS-KMA.KACE-1-0-G.gr_r1i1p1f1,NIMS-KMA.KACE-1-0-G.gr_r2i1p1f1,NIMS-KMA.KACE-1-0-G.gr_r3i1p1f1,FIO-QLNM.FIO-ESM-2-0.gn_r1i1p1f1,FIO-QLNM.FIO-ESM-2-0.gn_r2i1p1f1,FIO-QLNM.FIO-ESM-2-0.gn_r3i1p1f1,THU.CIESM.gr_r1i1p1f1,NCC.NorESM2-MM.gn_r1i1p1f1,NCC.NorESM2-MM.gn_r2i1p1f1,EC-Earth-Consortium.EC-Earth3-Veg-LR.gr_r1i1p1f1,EC-Earth-Consortium.EC-Earth3-Veg-LR.gr_r2i1p1f1,EC-Earth-Consortium.EC-Earth3-Veg-LR.gr_r3i1p1f1,EC-Earth-Consortium.EC-Earth3-CC.gr_r1i1p1f1,INM.INM-CM5-0.gr1_r1i1p1f1,CCCma.CanESM5.gn_r10i1p1f1,CCCma.CanESM5.gn_r10i1p2f1,CCCma.CanESM5.gn_r11i1p1f1,CCCma.CanESM5.gn_r11i1p2f1,CCCma.CanESM5.gn_r12i1p1f1,CCCma.CanESM5.gn_r12i1p2f1,CCCma.CanESM5.gn_r13i1p1f1,CCCma.CanESM5.gn_r13i1p2f1,CCCma.CanESM5.gn_r14i1p1f1,CCCma.CanESM5.gn_r14i1p2f1,CCCma.CanESM5.gn_r15i1p1f1,CCCma.CanESM5.gn_r15i1p2f1,CCCma.CanESM5.gn_r16i1p1f1,CCCma.CanESM5.gn_r16i1p2f1,CCCma.CanESM5.gn_r17i1p1f1,CCCma.CanESM5.gn_r17i1p2f1,CCCma.CanESM5.gn_r18i1p1f1,CCCma.CanESM5.gn_r18i1p2f1,CCCma.CanESM5.gn_r19i1p1f1,CCCma.CanESM5.gn_r19i1p2f1,CCCma.CanESM5.gn_r1i1p1f1,CCCma.CanESM5.gn_r1i1p2f1,CCCma.CanESM5.gn_r20i1p1f1,CCCma.CanESM5.gn_r20i1p2f1,CCCma.CanESM5.gn_r21i1p1f1,CCCma.CanESM5.gn_r21i1p2f1,CCCma.CanESM5.gn_r22i1p1f1,CCCma.CanESM5.gn_r22i1p2f1,CCCma.CanESM5.gn_r23i1p1f1,CCCma.CanESM5.gn_r23i1p2f1,CCCma.CanESM5.gn_r24i1p1f1,CCCma.CanESM5.gn_r24i1p2f1,CCCma.CanESM5.gn_r25i1p1f1,CCCma.CanESM5.gn_r25i1p2f1,CCCma.CanESM5.gn_r2i1p1f1,CCCma.CanESM5.gn_r2i1p2f1,CCCma.CanESM5.gn_r3i1p1f1,CCCma.CanESM5.gn_r3i1p2f1,CCCma.CanESM5.gn_r4i1p1f1,CCCma.CanESM5.gn_r4i1p2f1,CCCma.CanESM5.gn_r5i1p1f1,CCCma.CanESM5.gn_r5i1p2f1,CCCma.CanESM5.gn_r6i1p1f1,CCCma.CanESM5.gn_r6i1p2f1,CCCma.CanESM5.gn_r7i1p1f1,CCCma.CanESM5.gn_r7i1p2f1,CCCma.CanESM5.gn_r8i1p1f1,CCCma.CanESM5.gn_r8i1p2f1,CCCma.CanESM5.gn_r9i1p1f1,CCCma.CanESM5.gn_r9i1p2f1,NOAA-GFDL.GFDL-CM4.gr1_r1i1p1f1,IPSL.IPSL-CM6A-LR.gr_r10i1p1f1,IPSL.IPSL-CM6A-LR.gr_r11i1p1f1,IPSL.IPSL-CM6A-LR.gr_r14i1p1f1,IPSL.IPSL-CM6A-LR.gr_r1i1p1f1,IPSL.IPSL-CM6A-LR.gr_r22i1p1f1,IPSL.IPSL-CM6A-LR.gr_r25i1p1f1,IPSL.IPSL-CM6A-LR.gr_r2i1p1f1,IPSL.IPSL-CM6A-LR.gr_r3i1p1f1,IPSL.IPSL-CM6A-LR.gr_r4i1p1f1,IPSL.IPSL-CM6A-LR.gr_r5i1p1f1,IPSL.IPSL-CM6A-LR.gr_r6i1p1f1,NOAA-GFDL.GFDL-ESM4.gr1_r1i1p1f1,NOAA-GFDL.GFDL-ESM4.gr1_r2i1p1f1,NOAA-GFDL.GFDL-ESM4.gr1_r3i1p1f1,NUIST.NESM3.gn_r1i1p1f1,NUIST.NESM3.gn_r2i1p1f1,NCAR.CESM2-WACCM.gn_r1i1p1f1,NCAR.CESM2-WACCM.gn_r2i1p1f1,NCAR.CESM2-WACCM.gn_r3i1p1f1,INM.INM-CM4-8.gr1_r1i1p1f1,CMCC.CMCC-ESM2.gn_r1i1p1f1,BCC.BCC-CSM2-MR.gn_r1i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r31i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r32i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r33i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r34i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r35i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r36i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r37i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r38i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r39i1p1f1,CSIRO.ACCESS-ESM1-5.gn_r40i1p1f1,NASA-GISS.GISS-E2-1-G.gn_r1i1p3f1,NASA-GISS.GISS-E2-1-G.gn_r1i1p5f1,NASA-GISS.GISS-E2-1-G.gn_r2i1p3f1,NASA-GISS.GISS-E2-1-G.gn_r2i1p5f1,NASA-GISS.GISS-E2-1-G.gn_r3i1p3f1,NASA-GISS.GISS-E2-1-G.gn_r3i1p5f1,NASA-GISS.GISS-E2-1-G.gn_r4i1p3f1,NASA-GISS.GISS-E2-1-G.gn_r4i1p5f1,NASA-GISS.GISS-E2-1-G.gn_r5i1p3f1,CCCma.CanESM5-CanOE.gn_r1i1p2f1,CCCma.CanESM5-CanOE.gn_r2i1p2f1,CCCma.CanESM5-CanOE.gn_r3i1p2f1,CMCC.CMCC-CM2-SR5.gn_r1i1p1f1,KIOST.KIOST-ESM.gr1_r1i1p1f1,CAS.FGOALS-f3-L.gr_r1i1p1f1,MRI.MRI-ESM2-0.gn_r1i1p1f1,MRI.MRI-ESM2-0.gn_r2i1p1f1,MRI.MRI-ESM2-0.gn_r3i1p1f1,MRI.MRI-ESM2-0.gn_r4i1p1f1,MRI.MRI-ESM2-0.gn_r5i1p1f1,CAS.CAS-ESM2-0.gn_r1i1p1f1,CAS.CAS-ESM2-0.gn_r3i1p1f1,MIROC.MIROC6.gn_r10i1p1f1,MIROC.MIROC6.gn_r11i1p1f1,MIROC.MIROC6.gn_r12i1p1f1,MIROC.MIROC6.gn_r13i1p1f1,MIROC.MIROC6.gn_r14i1p1f1,MIROC.MIROC6.gn_r15i1p1f1,MIROC.MIROC6.gn_r16i1p1f1,MIROC.MIROC6.gn_r17i1p1f1,MIROC.MIROC6.gn_r18i1p1f1,MIROC.MIROC6.gn_r19i1p1f1,MIROC.MIROC6.gn_r1i1p1f1,MIROC.MIROC6.gn_r20i1p1f1,MIROC.MIROC6.gn_r21i1p1f1,MIROC.MIROC6.gn_r22i1p1f1,MIROC.MIROC6.gn_r23i1p1f1,MIROC.MIROC6.gn_r24i1p1f1,MIROC.MIROC6.gn_r25i1p1f1,MIROC.MIROC6.gn_r26i1p1f1,MIROC.MIROC6.gn_r27i1p1f1,MIROC.MIROC6.gn_r28i1p1f1,MIROC.MIROC6.gn_r29i1p1f1,MIROC.MIROC6.gn_r2i1p1f1,MIROC.MIROC6.gn_r30i1p1f1,MIROC.MIROC6.gn_r31i1p1f1,MIROC.MIROC6.gn_r32i1p1f1,MIROC.MIROC6.gn_r33i1p1f1,MIROC.MIROC6.gn_r34i1p1f1,MIROC.MIROC6.gn_r35i1p1f1,MIROC.MIROC6.gn_r36i1p1f1,MIROC.MIROC6.gn_r37i1p1f1,MIROC.MIROC6.gn_r38i1p1f1,MIROC.MIROC6.gn_r39i1p1f1,MIROC.MIROC6.gn_r3i1p1f1,MIROC.MIROC6.gn_r40i1p1f1,MIROC.MIROC6.gn_r41i1p1f1,MIROC.MIROC6.gn_r42i1p1f1,MIROC.MIROC6.gn_r43i1p1f1,MIROC.MIROC6.gn_r44i1p1f1,MIROC.MIROC6.gn_r45i1p1f1,MIROC.MIROC6.gn_r46i1p1f1,MIROC.MIROC6.gn_r47i1p1f1,MIROC.MIROC6.gn_r48i1p1f1,MIROC.MIROC6.gn_r49i1p1f1,MIROC.MIROC6.gn_r4i1p1f1,MIROC.MIROC6.gn_r50i1p1f1,MIROC.MIROC6.gn_r5i1p1f1,MIROC.MIROC6.gn_r6i1p1f1,MIROC.MIROC6.gn_r7i1p1f1,MIROC.MIROC6.gn_r8i1p1f1,MIROC.MIROC6.gn_r9i1p1f1,NCAR.CESM2.gn_r10i1p1f1,NCAR.CESM2.gn_r11i1p1f1,NCAR.CESM2.gn_r4i1p1f1
1955,277.25247,277.5905,277.72235,277.40222,277.55786,277.44638,278.36838,278.6965,278.4373,278.77298,278.5677,277.84357,278.02692,277.64224,276.95996,277.0955,277.0801,279.04904,277.61133,277.45328,278.5759,278.0614,278.01266,279.47913,277.60077,277.9894,277.44238,277.73776,277.5216,277.86243,277.74493,277.90207,277.82657,277.54367,277.89734,277.68192,277.5286,277.80048,277.77,277.48007,277.31036,277.29956,277.44107,277.60342,277.41028,277.5888,277.30484,277.866,277.52084,277.75888,277.77365,277.72842,277.4089,277.28888,277.45956,277.7264,277.39832,277.774,277.70523,278.0631,277.71802,277.88766,277.46848,277.7224,277.84995,277.65768,277.54898,277.53674,277.48718,277.72394,277.63306,277.52414,277.77142,277.7092,277.38693,276.8138,277.09363,276.4592,277.1968,276.94028,276.93265,277.24493,276.84912,276.79193,277.48355,277.11215,276.8201,277.5203,277.7878,277.83466,278.0836,278.18747,277.9163,277.77408,277.82877,277.62637,278.36032,279.14566,277.98236,278.21124,278.61984,278.353,278.32303,278.60886,278.2181,278.70908,278.4966,278.102,277.75436,278.10074,278.1542,278.10318,278.14645,277.90842,277.9342,277.81168,277.7067,277.30484,277.71802,277.46848,278.66275,276.76407,276.51517,278.26242,278.0719,278.10754,277.99786,278.02042,278.02853,277.94333,280.116,279.8878,280.31848,280.1295,280.1235,280.30338,280.09744,280.2031,280.29968,280.06952,280.12164,279.91086,280.01907,280.00735,279.82306,279.97366,280.17014,280.05087,280.17447,280.0992,279.932,280.0407,280.45743,280.10812,279.75415,280.24313,280.193,279.76804,280.00055,280.2355,280.0638,279.99405,280.1399,279.91724,280.09647,279.96848,280.25873,280.03238,280.42413,280.04504,280.13074,280.0966,280.00357,280.53387,280.04044,280.22403,280.37906,280.45682,279.91385,279.98502,278.0721,277.83765,278.19907
1956,277.00443,277.5411,277.53912,277.53595,277.6431,277.65994,278.52832,278.73947,278.60977,278.509,278.6977,277.88248,277.81778,277.84775,277.0024,276.83777,276.8886,278.95383,277.47787,277.21732,278.45868,278.09518,277.95963,279.43604,277.70822,277.54312,277.46652,277.65353,277.4392,277.81265,277.56827,277.8301,277.6237,277.4829,277.84683,277.62073,277.7537,277.69968,277.72855,277.6326,277.33755,277.8303,277.21808,277.56058,277.15097,277.6074,277.33328,277.65585,277.5674,277.62503,277.62146,277.71805,277.42038,277.43185,277.31046,277.81476,277.50168,277.40314,277.7076,277.95438,277.7949,277.84952,277.6993,277.9087,277.5344,277.7945,277.5131,277.56815,277.741,277.6733,277.4012,277.70917,277.57547,277.8314,277.43332,276.6945,277.0958,276.42645,276.91995,276.8733,276.76636,277.2333,276.9155,276.9209,277.07822,276.9431,276.84744,277.48117,277.6855,277.8488,277.8984,278.21622,277.89578,277.73972,277.46036,277.44116,278.20728,278.9909,277.863,278.2988,278.56406,278.38806,278.40833,278.51907,278.4076,278.48712,278.559,278.21765,277.85077,277.96725,278.02567,278.02676,277.85907,278.1365,277.72183,277.97968,277.89938,277.33328,277.7949,277.6993,278.80545,276.6188,276.92728,278.04868,277.95316,277.92474,277.97388,277.97366,277.75555,277.8658,280.16592,280.14163,280.13254,280.24826,280.36404,280.20056,280.26535,280.23245,280.34378,280.152,280.28467,279.7903,280.04822,280.2631,280.03763,280.09854,280.3229,280.10715,280.408,280.06497,280.21838,280.2408,280.3008,279.97665,279.70508,279.92197,280.08286,279.80112,280.0082,280.18106,280.05655,280.09378,279.959,280.02072,280.28708,280.03653,279.87552,280.05576,279.92267,280.07724,280.15958,280.23914,279.94043,280.1285,280.02573,280.2021,280.13217,280.19998,279.79453,279.84216,277.93372,277.68903,277.95938
1957,276.8993,277.56543,277.40952,277.54105,277.707,277.4967,278.51205,278.6179,278.70407,278.69455,278.7714,277.8049,278.0543,277.71396,277.20816,277.26175,276.9169,278.82242,277.52188,277.28198,278.32254,278.34915,277.90244,279.4822,277.45264,277.81387,277.42673,277.82785,277.4476,277.90274,277.68155,277.96085,277.61963,277.7959,277.838,277.53165,277.63412,277.66214,277.8074,277.61435,277.5356,277.74594,277.50027,277.6362,277.23624,277.52512,277.44577,277.70078,277.44998,277.6034,277.6056,277.83618,277.25916,277.60196,277.34305,278.0757,277.5441,277.66928,277.54688,277.868,277.69772,277.85587,277.4177,277.71786,277.55402,277.83594,277.5654,277.81052,277.5571,277.84567,277.47333,277.60135,277.64847,277.88495,277.3232,276.74332,277.10477,276.8667,277.00418,277.1686,276.8723,276.92776,277.09653,276.9663,276.99405,277.11185,276.62738,277.50366,277.85568,277.45407,277.9832,278.17383,277.5215,277.70963,277.44022,277.49445,278.4414,279.13257,278.06522,278.06473,278.77164,278.49677,278.24283,278.7112,278.22034,278.32578,278.5732,278.2235,277.8961,277.73947,277.6796,277.91855,277.56995,278.17984,277.89197,277.92795,278.03873,277.44577,277.69772,277.4177,278.68015,276.81128,276.57928,278.11716,278.17166,278.1319,277.98895,278.0418,278.04355,277.78717,280.16003,280.09045,280.11337,280.46375,280.11386,280.08298,280.38177,280.35483,280.14795,280.06467,280.34033,279.88806,280.3205,280.0676,280.3059,280.20215,280.122,280.0172,280.4799,280.0899,280.12094,280.1043,279.91788,280.1345,279.99448,279.9943,280.1088,279.95682,280.00668,280.25192,280.04837,280.12772,279.97656,280.0349,280.21085,280.1539,279.9384,280.13116,279.91013,280.08298,280.0108,280.08203,280.166,279.9613,279.98434,280.17047,279.9667,279.9273,280.07547,279.89774,277.89243,277.75095,277.7964
1958,276.9243,277.5341,277.439,277.33725,277.67877,277.68942,278.823,278.60925,278.90732,278.9282,278.95242,277.77188,278.12167,277.89395,277.10928,277.03055,277.3278,278.86304,277.5257,277.30026,278.55725,278.0707,277.91763,279.52405,277.45618,277.78366,277.21762,277.81058,277.5259,277.77505,277.66977,277.71738,277.79996,277.9832,277.7565,277.52237,277.6567,277.63278,277.6396,277.4331,277.38046,277.75558,277.31046,277.58374,277.34424,277.68936,277.46594,277.81015,277.36758,277.59985,277.77786,277.67728,277.19675,277.7307,277.39554,277.78677,277.5584,277.72528,277.82654,277.80875,277.8055,277.77243,277.344,277.74796,277.63327,277.99527,277.4407,277.72632,277.63913,277.7086,277.82446,277.66898,277.81152,277.8201,277.19638,276.63394,276.92813,276.902,276.80212,277.33347,277.3154,276.82065,277.2374,276.75836,277.19708,277.05325,276.60754,277.64682,277.95972,277.51498,278.0961,278.14725,277.38657,277.77505,277.64615,277.438,278.39908,279.09122,278.13144,278.2268,278.47803,278.3342,278.53946,278.32846,278.2575,278.33597,278.29666,278.25095,278.10156,278.0521,278.0573,277.77933,277.97562,277.90237,278.4064,277.9571,278.33746,277.46594,277.8055,277.344,278.36917,276.74265,276.56628,278.15942,278.22507,278.03506,278.29654,278.0807,277.89523,278.06653,280.0897,280.1272,280.17776,280.45743,279.84543,280.04623,280.11673,280.6146,280.06097,280.32303,280.16147,280.0814,280.4556,279.9874,280.39102,280.2023,280.05728,280.04208,280.1334,280.0352,279.99252,280.37027,279.95847,280.13547,280.17368,280.04922,280.20847,280.1055,280.39294,280.4393,280.2237,280.1419,280.22342,279.90036,280.1559,280.31723,280.12787,280.40024,279.95096,280.01306,279.93198,279.90924,280.2893,280.05215,280.1374,280.1958,280.14114,280.00955,280.14102,280.16586,277.9435,277.72827,277.99637
1959,277.15237,277.6794,277.4253,277.3785,277.79474,277.7291,278.914,278.70914,278.78757,278.8353,279.14807,277.69302,278.06836,277.74683,277.0914,276.73843,277.26154,278.94064,277.62094,277.2076,278.3848,277.84604,278.14322,279.384,277.5632,277.75943,277.55518,277.81747,277.53714,277.84866,277.49783,277.7843,277.52505,277.91873,277.91147,277.47824,277.7448,277.84814,277.88348,277.55646,277.79037,277.72195,277.6038,277.5885,277.38226,277.89224,277.6167,277.73425,277.3154,277.77722,277.69284,277.54752,277.38144,277.76154,277.3539,277.84433,277.37155,277.44568,277.70236,277.90823,277.89737,277.79205,277.55038,277.84024,277.47284,277.63733,277.572,277.66016,277.7234,277.8384,277.65845,277.67426,277.68964,277.86804,277.441,276.75018,276.8904,276.81345,276.81357,276.9365,277.1167,276.8095,276.9498,276.99057,277.11478,277.17593,276.6024,277.64813,277.81375,277.70227,278.192,277.93326,277.3007,277.52182,277.68402,277.60474,278.23935,279.1428,278.04675,278.1885,278.39728,278.40784,278.52652,278.5206,278.37567,278.26938,278.1848,278.27005,277.90082,278.20035,277.9651,277.86325,278.24826,277.87338,278.29633,278.16272,278.1286,277.6167,277.89737,277.55038,278.3725,276.72968,276.8983,278.23306,277.93958,278.47202,278.2261,278.06628,277.96866,278.08633,280.4036,280.0092,280.1301,280.17264,280.04877,279.9625,280.02182,280.50925,280.20688,280.39536,280.07205,279.95108,280.20697,280.0009,280.36618,280.04822,280.00467,280.02994,279.98633,280.29993,280.09055,280.39203,280.04892,280.07626,280.19278,280.29593,280.0127,280.16043,280.08493,280.24802,280.3124,280.4163,280.4132,280.06586,280.16354,280.26862,280.41928,280.23434,280.0712,280.01218,280.1094,280.1468,280.53012,280.11594,279.96115,279.94247,280.10693,279.93262,280.10904,280.239,278.0613,277.9856,277.75778
1960,277.142,277.73975,277.2662,277.46353,277.79153,277.9723,278.4692,278.7687,278.52878,278.75064,278.8688,277.85104,277.85547,277.85373,277.31848,276.83813,276.9647,279.11423,277.70242,277.49164,278.51675,278.0641,277.80557,279.31894,277.2421,277.67825,277.68442,277.7915,277.46503,277.9653,277.56494,277.92184,277.45325,277.59644,277.90805,277.62967,277.83646,277.64404,277.74277,277.53122,277.64804,277.8323,277.52127,277.69318,277.26938,277.9952,277.48346,277.63348,277.4194,277.62766,277.5436,277.70285,277.5455,277.70624,277.35757,277.81287,277.47842,277.6676,277.6291,277.87515,277.86862,277.5463,277.3738,277.70642,277.59988,277.75424,277.47476,277.6085,277.64215,277.79114,277.6153,277.59375,277.54,278.05325,277.434,277.00357,276.91547,277.01062,276.95453,277.00497,276.87778,277.09293,276.94775,277.39407,277.1035,276.9421,276.73636,277.5748,277.81815,277.7077,278.25818,278.02472,277.34912,277.63095,277.61124,277.6033,278.2421,278.93512,278.23752,278.24454,278.46823,278.22006,278.30832,278.5994,277.99808,278.3063,278.39404,278.39276,277.95105,278.12985,278.3079,278.1682,278.46774,278.04355,277.9986,278.19507,277.8647,277.48346,277.86862,277.3738,278.1637,276.8512,276.89346,278.2318,278.028,278.24933,278.3265,278.17233,277.8203,277.75122,280.13803,280.20645,279.93704,280.16492,280.10336,279.92038,279.8691,280.0527,280.2567,280.21494,279.95016,280.18027,279.94107,279.96173,279.88437,280.02505,280.00125,280.10962,280.1182,280.35098,280.16113,280.3572,280.1541,280.0847,279.9165,280.4381,279.7744,280.22195,279.89645,280.06967,280.25485,280.29028,280.3433,280.22037,280.27277,280.19272,280.22165,279.8055,280.10364,280.04764,280.13437,280.2283,280.5013,280.23624,279.96204,280.01907,280.26663,280.20285,279.78714,280.44852,278.08136,277.92612,277.77164
1961,277.1753,277.64902,277.50668,277.7001,277.5328,277.93408,278.4268,278.58475,278.67374,278.59164,278.7379,277.81033,278.0194,278.07263,277.3262,276.71008,276.93875,279.08707,277.89072,277.47556,278.2717,278.18057,277.99124,279.3218,277.43573,277.39883,277.6184,277.90723,277.41367,277.97482,277.84238,277.80594,277.61258,277.8809,277.76785,277.51297,277.85703,277.6559,277.52838,277.4115,277.3353,277.55652,277.47958,277.86234,277.47864,278.23148,277.6096,277.48947,277.52298,277.65167,277.4495,277.7361,277.5058,277.47903,277.57523,277.75403,277.3828,277.84268,277.79895,277.80142,277.6493,277.72482,277.61398,277.77893,277.392,277.90402,277.42032,277.66086,277.88303,277.8353,277.60703,277.48364,277.56168,277.8505,277.37982,276.7673,277.02115,276.5378,276.99683,277.06006,276.9581,276.92133,276.9451,277.08218,277.14075,276.96112,277.07425,277.4788,277.8855,277.48877,277.9288,278.0142,277.55383,277.74844,277.6356,277.6948,278.40964,279.042,278.28687,278.201,278.42886,278.05264,278.31546,278.56946,278.3166,278.23038,278.44522,278.37833,278.03854,277.80637,278.0953,278.22244,277.90695,278.0601,277.95514,278.08273,277.91418,277.6096,277.6493,277.61398,278.23203,276.92734,276.92972,277.94318,277.91696,278.31717,278.06967,278.1262,277.8038,277.90964,280.19418,280.12973,280.00076,280.29633,279.9915,280.08762,279.95895,279.8834,280.47226,280.0662,279.89905,280.36673,279.97455,280.1473,279.86423,280.30148,279.95554,280.1999,280.1691,280.20502,280.13263,280.23938,280.40356,279.9545,280.04208,280.41208,279.9192,280.0947,279.87503,280.07352,280.18338,279.98425,279.95142,280.22897,280.34958,280.23096,279.92752,279.84372,280.1939,279.94174,279.96466,280.37143,280.06747,280.28015,280.06235,279.97864,280.15988,280.14685,279.83054,280.4932,278.00986,278.2512,277.75842
1962,277.01166,277.57138,277.29434,277.6309,277.64917,277.61203,278.54666,278.5355,278.72452,278.48987,278.97305,277.86697,277.97922,277.81937,276.8991,277.09708,277.35596,278.75558,277.79514,277.54105,278.2748,277.7628,277.9911,279.41833,277.59012,277.57812,277.6877,277.88016,277.47656,277.933,277.83002,277.65945,277.53665,277.81787,277.6272,277.49756,277.61932,277.62698,277.3918,277.4225,277.51895,277.67297,277.4574,277.71103,277.4014,277.77405,277.64996,277.69202,277.31863,277.71472,277.63354,277.87903,277.39536,277.53677,277.454,277.81384,277.35294,277.67313,277.7597,278.02136,277.6703,277.65353,277.64355,278.03094,277.67752,277.58957,277.324,277.776,277.6685,277.75308,277.374,277.51355,277.54285,277.8877,277.33145,276.74414,277.2894,276.50558,277.14096,277.42273,276.86505,276.77164,277.2236,277.1409,276.82172,276.86533,276.8825,277.53574,277.8232,277.48584,277.89294,277.98788,277.79184,277.80655,277.60068,277.64862,278.43558,278.89893,278.026,278.25415,278.45288,278.11197,278.29477,278.3218,278.3929,278.0087,278.2393,278.3716,278.0978,277.86398,277.86902,278.0483,277.6741,278.22214,277.97238,278.045,278.1644,277.64996,277.6703,277.64355,278.3992,276.6407,276.86182,278.0878,278.0438,278.19308,277.9504,278.0992,277.8906,277.95105,280.29337,280.39734,279.90826,280.42847,279.9081,280.1965,280.13943,279.97852,280.04758,280.09442,280.16946,280.026,279.96252,280.0283,280.13812,280.2158,279.9967,280.0763,280.4398,280.0272,280.3667,280.16946,280.25986,279.9337,280.0699,280.22205,280.0889,280.18622,280.05,280.09106,280.24258,279.9027,279.8912,279.9252,279.9311,280.28275,279.9831,280.10858,280.06244,279.8532,279.821,280.2537,279.97644,280.26523,280.46597,280.07587,280.6032,280.25684,280.0319,280.23068,277.99185,278.0318,277.82605
1963,276.90976,277.37778,277.23944,277.55496,277.50922,277.61157,278.5521,278.421,278.97812,278.5565,278.66156,277.8446,277.72354,277.9246,276.86816,276.722,277.19485,278.7261,277.64383,277.50925,277.95804,277.9485,277.78186,279.19586,277.53836,277.8594,277.68118,277.59305,277.54062,277.80414,277.63904,277.79813,277.4207,277.66162,277.65054,277.4597,277.4314,277.84964,277.39893,277.39474,277.4314,277.64618,277.35605,277.50366,277.02408,277.62457,277.34683,277.58188,277.3033,277.41714,277.65475,277.62393,277.45688,277.48843,277.4865,277.76224,277.4351,277.4027,277.67142,277.6409,277.66138,277.56393,277.64633,277.80508,277.58957,277.59927,277.1921,277.69543,277.50702,277.9559,277.61038,277.45236,277.70328,277.7064,277.13565,276.45828,276.88986,276.45914,277.01172,277.3246,276.8788,276.80093,276.96304,277.2364,276.81946,277.07852,276.77795,277.42978,277.82227,277.39066,277.7522,277.92383,277.7207,277.68814,277.58414,277.39673,278.43896,278.59146,278.02676,278.11526,278.3359,278.1409,278.42062,278.2338,278.02463,277.81848,277.89523,278.12326,277.86508,277.80075,277.47125,277.65274,278.04004,278.0406,278.1367,277.8774,277.92023,277.34683,277.66138,277.64633,278.5796,276.91953,276.74484,277.95145,277.82657,277.70682,278.1083,277.9952,277.93155,277.51248,280.36737,280.38364,280.13617,280.10367,279.87698,280.18607,280.19577,280.01508,279.85385,280.33313,280.35178,279.9061,280.124,279.96884,279.94534,280.2512,280.15152,280.06454,279.94897,279.8528,280.48557,280.14856,280.2677,280.0868,279.98532,279.8569,279.80267,279.90485,280.15384,280.34656,280.0494,279.90372,279.89737,279.7967,279.9279,279.85336,280.15976,280.12793,279.91394,279.84818,279.82193,279.8962,280.0089,280.01596,279.97064,279.97717,280.0816,280.00943,280.19516,280.41473,278.09116,278.02783,278.19653
1964,276.82703,277.3013,277.3907,277.64938,277.65317,277.61,278.6381,278.4783,278.62796,278.5372,278.2112,277.68973,277.6765,277.83615,276.89468,276.70792,276.89542,278.72928,277.3393,277.3653,278.0076,277.8552,277.62674,279.0345,277.31973,277.84808,277.44696,277.57352,277.48788,277.56116,277.73453,277.56763,277.18866,277.38248,277.4621,277.5028,277.3092,277.56314,277.42447,277.4512,277.17175,277.60355,277.10324,277.47952,277.11548,277.47162,277.41794,277.39676,277.31754,277.4457,277.19193,277.43295,277.20844,277.46252,277.24924,277.65253,277.06052,277.4205,277.68106,277.48532,277.69193,277.6987,277.54034,277.67447,277.47318,277.55173,277.31915,277.3906,277.45645,277.6273,277.48932,277.2952,277.5618,277.71753,277.1846,276.39072,276.75763,276.34036,277.1433,277.05823,276.58603,276.64377,276.58633,276.7853,276.88556,277.02652,276.50308,277.051,277.36703,277.22336,277.91934,277.76456,277.8535,277.55893,277.14975,277.44083,278.2535,278.50882,278.1164,278.0517,278.52277,278.01184,278.11642,278.1769,278.18942,277.9254,278.0566,278.027,277.58957,277.98572,277.54517,277.64188,278.14957,277.863,277.98016,277.85825,277.5908,277.41794,277.69193,277.54034,278.52808,276.50357,276.5922,278.05658,277.6146,277.63815,277.9903,277.9327,277.78073,277.6635,279.9056,279.92606,279.92508,280.0125,279.7599,280.11362,279.76068,280.08325,279.7972,280.186,279.9669,279.816,280.2031,280.1425,279.84244,280.09705,280.05322,279.79034,279.7537,279.7388,279.70865,280.1205,280.01785,280.0497,280.04053,279.75034,279.8977,279.80484,279.77374,280.02386,279.95187,279.87973,280.07077,279.71133,279.7948,279.81165,279.98834,280.14053,279.88913,279.99966,279.84982,279.79776,280.0685,279.86496,279.89355,279.83224,279.92892,279.95267,280.16806,280.18643,277.63168,277.78604,277.81488
